到现在	到现在，即使是中国最落后的县市领导，对于城市经<br>— 周黎安 · 《转型中的地方政府》 · p259	周黎安 转型中的地方政府 概念
财政竞争	资本投资而竞争的情况在经济学上被称为“财政竞争”（fiscal<br>— 周黎安 · 《转型中的地方政府》 · p271	周黎安 转型中的地方政府 概念
弱弱毗邻地区	弱弱毗邻地区，即落后省份或地区的交界地带，多为中西部省区的毗<br>— 周黎安 · 《转型中的地方政府》 · p275	周黎安 转型中的地方政府 概念
第三种类型是强强毗邻地区	第三种类型是强强毗邻地区，即发达省区的交界地带，多分布于我国<br>— 周黎安 · 《转型中的地方政府》 · p276	周黎安 转型中的地方政府 概念
第二种类型是强弱毗邻地区	第二种类型是强弱毗邻地区，即落后省份或地区与发达省份<br>— 周黎安 · 《转型中的地方政府》 · p276	周黎安 转型中的地方政府 概念
省内相对人均GDP	省内相对人均GDP是指该县人均GDP与本省人均GDP均值的比<br>— 周黎安 · 《转型中的地方政府》 · p276	周黎安 转型中的地方政府 概念
参与人”	参与人”，即像任何经济主体一样关注经济利益，20世纪80年代以来<br>— 周黎安 · 《转型中的地方政府》 · p281	周黎安 转型中的地方政府 概念
于相对位次的都要尽力去做	于相对位次的都要尽力去做，即使在经济上亏损也值得；<br>— 周黎安 · 《转型中的地方政府》 · p284	周黎安 转型中的地方政府 概念
同一行业的业绩上升	同一行业的业绩上升，即便两败俱伤也是值得的。<br>— 周黎安 · 《转型中的地方政府》 · p285	周黎安 转型中的地方政府 概念
的情况	的情况，即我们通常所说的“远交近攻”战略。<br>— 周黎安 · 《转型中的地方政府》 · p292	周黎安 转型中的地方政府 概念
同处于一个经济圈	同处于一个经济圈，即使存在经济圈内部的经济协作和一体化<br>— 周黎安 · 《转型中的地方政府》 · p293	周黎安 转型中的地方政府 概念
的经济政策	的经济政策，即所谓的“173计划”，被认为是上海设计的一条阻击<br>— 周黎安 · 《转型中的地方政府》 · p294	周黎安 转型中的地方政府 概念
端的一个主要思路	端的一个主要思路，即当时经济面临的主要问题（如地方和企业缺乏<br>— 周黎安 · 《转型中的地方政府》 · p299	周黎安 转型中的地方政府 概念
制的成本	制的成本，即政府干预本身可能带来的瞎指挥和管得过死的毛病。<br>— 周黎安 · 《转型中的地方政府》 · p309	周黎安 转型中的地方政府 概念
家企业	家企业，即上缴税收13.6亿元，成为新余市财政贡献第一大户。<br>— 周黎安 · 《转型中的地方政府》 · p332	周黎安 转型中的地方政府 概念
经济性分权	[3] 经济管理权力直接下放给企业的情况被称为“经济性分权”。<br>— 周黎安 · 《转型中的地方政府》 · p339	周黎安 转型中的地方政府 概念
段的市场化倾向	段的市场化倾向，即政府官员的激励方式采取了非常接近市场化的手<br>— 周黎安 · 《转型中的地方政府》 · p351	周黎安 转型中的地方政府 概念
政府间事权的划分	政府间事权的划分，即中央和地方、省级政府与基层政府的职权划<br>— 周黎安 · 《转型中的地方政府》 · p356	周黎安 转型中的地方政府 概念
十一五	五”主要污染物总量减排监测办法》，这三个文件被称为“十一五”<br>— 周黎安 · 《转型中的地方政府》 · p362	周黎安 转型中的地方政府 概念
一定的经济资源	一定的经济资源，即拥有较大的行动空间，才能真正对地方经济发展<br>— 周黎安 · 《转型中的地方政府》 · p369	周黎安 转型中的地方政府 概念
大规模动员资源	大规模动员资源，即我们常说的“善于集中力量办大事”。<br>— 周黎安 · 《转型中的地方政府》 · p381	周黎安 转型中的地方政府 概念
予了一个人	予了一个人，即地方行政首长，所有上级的目标和发包任务都要进入<br>— 周黎安 · 《转型中的地方政府》 · p386	周黎安 转型中的地方政府 概念
“关门打狗”则	“关门打狗”则是指具体职能部门在事前审核、尤其事后监<br>— 周黎安 · 《转型中的地方政府》 · p387	周黎安 转型中的地方政府 概念
新公共管理运	西方的官僚体制从80年代开始正在进行一场被称为“新公共管理运<br>— 周黎安 · 《转型中的地方政府》 · p412	周黎安 转型中的地方政府 概念
“束手做事”的体制过渡	“束手做事”的体制过渡，即向“公平、透明、问责”的行政原则过<br>— 周黎安 · 《转型中的地方政府》 · p413	周黎安 转型中的地方政府 概念
如果给予代理人强激励	如果给予代理人强激励，即将产出和报酬<br>— 周黎安 · 《转型中的地方政府》 · p418	周黎安 转型中的地方政府 概念
效率工资	所谓“效率工资”是指对员工支付高于市场工资水平的一种激励策<br>— 周黎安 · 《转型中的地方政府》 · p421	周黎安 转型中的地方政府 概念
交易费用	科斯当时给出的解答是交易费用，即利用市场机制实<br>— 周黎安 · 《转型中的地方政府》 · p423	周黎安 转型中的地方政府 概念
资产专用性	三是资产专用性，即资产专用于某个<br>— 周黎安 · 《转型中的地方政府》 · p424	周黎安 转型中的地方政府 概念
府与企业的交易关系	府与企业的交易关系，即在什么样的司法、行政体制下政府能够向潜<br>— 周黎安 · 《转型中的地方政府》 · p425	周黎安 转型中的地方政府 概念
的企业形式分成了三种类型	的企业形式分成了三种类型，即单一型（unitary form）、控股型<br>— 周黎安 · 《转型中的地方政府》 · p426	周黎安 转型中的地方政府 概念
激励互补性的性质	激励互补性的性质，即如果博弈参与人同时参与两个博弈，那么，即<br>— 周黎安 · 《转型中的地方政府》 · p429	周黎安 转型中的地方政府 概念
业边界的问题	业边界的问题，即政府需要计算一项公共服务是由政府提供还是从市<br>— 周黎安 · 《转型中的地方政府》 · p431	周黎安 转型中的地方政府 概念
上处在“体制之外”	上处在“体制之外”，即“官场之外”，属于政府事务的外部承包<br>— 周黎安 · 《转型中的地方政府》 · p432	周黎安 转型中的地方政府 概念
的方式	的方式，即上级政府根据地方政府的投入量确定相应的配套资金。<br>— 周黎安 · 《转型中的地方政府》 · p437	周黎安 转型中的地方政府 概念
财政联邦主义	上述财政联邦主义理论也被称为第一代财政联邦主义理论，原因在<br>— 周黎安 · 《转型中的地方政府》 · p438	周黎安 转型中的地方政府 概念
约束”问题	约束”问题，即国有企业因为预期到政府会在其经营困难的时候出面<br>— 周黎安 · 《转型中的地方政府》 · p439	周黎安 转型中的地方政府 概念
狭义的财政体制则	狭义的财政体制则是指预算管理体制，即一般只包括预算内收人和支出在政府间的安排和分配<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
一般性补助	一般而言，财政补助分为两种，一种被称为“一般性补助”（General · Purpose），没有指定补助的用途<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
统收统支	从财政方面看，一般认为，从1949 年到改革开放以前，中国实行的是“统收统支”的财政体制，即地方政府的全部财政收入上缴中央，而中央全面安排地方政府的支出，也就是说中央一地方关系在财政上是高度集权的<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
企业收入主要	企业收入主要是指工商企业上缴的利润和部分折旧基金<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
固定比例分成	所谓“固定比例分成”，就是根据1976 年该省财政决算总支出在总收入中的比例，确定收人上缴的比例（1977 年为58% ，留用比例为429毛），一定四年不变，四年中按照这个比例与中央分成<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
对于企业而言	对于企业而言，即使不赚钱，出厂价也会高于人厂价，因为出厂价中包含了工人的工资、生产设备折旧等成本<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
企业的“利改税”	企业的“利改税”，即将上缴利润改为国有企业所得税和收入调节税的政策虽然对税收增长有着明显的影响，但是由于工业企业利润率的下降，这种以利润为税基的税收并没有明显的增长<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
财政包干制	根据学界的研究，在财政包干制期间出现了所谓的“两个比重”的迅速下将，即财政收入占GDP 的比重与中央财政收入占总财政收入比重的下降<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
我们再来看第二个比重	我们再来看第二个比重，即中央财政收人在总财政收入中的比重<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
三保	一般而言，财政的支出责任可以总结为“三保”，即“保工资、保运转、保建设”<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
保建设则	保建设则是指一些常规性的公共维修和建设项目<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
体制上解	在大部分县乡财政体制中，这部分差额被划分为县级收入，要由超收乡镇“上解”到县级财政，与超收分成部分划归到县级财政的部分一起，被称为“体制上解”<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
但是总的趋势是很明显的	但是总的趋势是很明显的，即由过去的“一揽子包干法”逐步变成了形态各异的“分税包干法”<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
吃饭财政	研究发现，中西部地区的县乡财政普遍属于“吃饭财政”，即几乎全部的财政支出都是用来支付财政供养人员的工资<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
摊派收入	所谓“摊派收入”是指乡镇政府强行向各村“摊派” 完成的工商税收任务数，至于各村是如何完成的我们不得而知，想必也和乡镇政府的“完成”办法差不多<br>— 周飞舟 · 《以利为利》	周飞舟 以利为利 概念
中国在十余年前	中国在十余年前，也就是2005年的时候，金融增加值占当时GDP的5%不到，百分之四点几，快速增长恰恰是这些年异常扩张、高速发展的结果<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
去杠杆	第三种情况是良性的去杠杆，也就是经济受到了一定的抑制，但还是健康地向上，产业结构、企业结构调整趋好，既降低了宏观经济的高杠杆，又避免了国民经济萧条，保持了经济平稳，没有出现严重的危机<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
就相当于保费是资金池	就相当于保费是资金池，也就是短期的资金作为保费出去就是长期投资，错配了以后，你如果只占15%，风险很小<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
供给侧结构性改革	供给侧结构性改革与西方供给学派有根本区别，体现在“三个不同”，即宏观经济背景、经济学学理支撑、宏观政策要领不同<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
这样大的资本需求	这样大的资本需求，即使是实力很强的企业，只靠自己的资本积累也是难以进行持续投入的<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
这个众筹是网络众筹	这个众筹是网络众筹，即通过互联网向网民刚性承诺高回报投资拉来的资本金<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
全时空	所谓“全时空”是指打破时间和空间障碍，从天到地、从地上到水下、从国内到国际可以瞬间连成一体，信息每天24小时不停地流动<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
全解析	所谓“全解析”是指通过收集和分析人类所有行为信息，产生异于传统的全新认知、全新行为和全新价值<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
物资本位制	“物资本位制”是指现金的发行以国家掌握的物质为基础<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
布雷顿森林体系	布雷顿森林体系是指将美元同黄金挂钩，任何国家可以用持有的35美元去向美国政府要求兑换一盎司黄金<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
而“财政赤字货币化”	而“财政赤字货币化”是指发行货币直接为政府赤字融资<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
传统金融体系	传统金融体系是指以商业银行为基础的金融体系，现代金融体系是指以资本市场为基础的金融体系，不仅仅具有媒介资金供求关系的机制，而且还具有能够实现资源优化配置、分散风险和分享财富成长三大功能的机制<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
地票	所谓地票，就是指将闲置的农民宅基地及其附属设施用地、乡镇企业用地、农村公益公共设施用地等农村建设用地，复垦为耕地而产生的建设用地指标<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
一二三四	所谓“一二三四”，就是这个省会城市往往占有这个省土地面积的10%不到，一般是5%—10%<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
中国自贸试验区的核心	中国自贸试验区的核心，也就是“三零”原则在自己这个区域里先行先试，等到国家签订FTA的时候，自贸试验区就为国家签订FTA提供托底的经验<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
零补贴	所谓零补贴，就是如果一个国家，为了争夺产业链，为了争夺企业到这儿来落户，有意给这些企业进行一定的财务补助<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
贸易增加的最高形式	贸易增加的最高形式，也就是这六七十个国家之间的“三零”，零关税、零壁垒、零补贴<br>— 黄奇帆 · 《分析与思考》	黄奇帆 分析与思考 概念
并以此建构了研究问题	并以此建构了研究问题，即在国内城镇化和数字化转型过程中，劳动的过渡性如何被生产和被塑造出来，并指出这种过渡性既是过程也是结果<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
平台经济	这样的过渡性产生于平台经济和零工劳动迅速崛起的时候，即我们进入21世纪的头两个十年<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
脱嵌	它想要阐释的是一种“脱嵌式”的结构逻辑，即“过渡”本身作为一种劳动手段在平台市场逻辑的渗透下失去了它的功能性意义，反而变成了一种常态化、永恒性的存在<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
或者说我在抵抗一种高估性	或者说我在抵抗一种高估性，即对于劳动人群的过度赞美<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
第五章讲述了性别劳动	第五章讲述了性别劳动，即女性如何利用这份工作谋求短期利益<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
情感劳动	但是，即便是这样的“老骑手”，也无法被服务业的“服务意识”或者“情感劳动”完全说服<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
毫无疑问	毫无疑问，即便所来之处是临时的生存空间，做义工的这位外卖骑手仍旧带着自己的责任感和行动力<br>— 孙萍 · 《过渡劳动》	孙萍 过渡劳动 概念
这类预测的含混	这类预测的含混，即长期预报的含混，因其范围和意义而被抵销，所以我建议称之为“大规模预测”或“大规模预报”<br>— 波普尔 · 《历史决定论的贫困》	波普尔 历史决定论的贫困 概念
自然规律的“技术形式	对自然规律的这种阐述方法使其技术意义变得明显，因此它可以被称为自然规律的“技术形式”<br>— 波普尔 · 《历史决定论的贫困》	波普尔 历史决定论的贫困 概念
典型的技术论	”但这表明反干预主义可以被称为典型的技术论<br>— 波普尔 · 《历史决定论的贫困》	波普尔 历史决定论的贫困 概念
归纳概括	所谓归纳概括指的是我们从观察开始并从观察结果中推导出理论<br>— 波普尔 · 《历史决定论的贫困》	波普尔 历史决定论的贫困 概念
历史学的这两个任务	历史学的这两个任务，即弄清因果联系和描述这些因果联系所联结的“偶然”情况，都是必要的又是相互补充的<br>— 波普尔 · 《历史决定论的贫困》	波普尔 历史决定论的贫困 概念
